Argument ID	Conclusion Farsi	Stance Farsi	Premise Farsi	Conclusion English	Stance English	Premise English	Source	Method
F10861	باید کم گویی کرد	به نفع	پرگویی باعث خستگی می‌شود	Reticency is a good habit	in favor of	Being talkative causes fatigue	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10862	باید کم گویی کرد	به نفع	زيادي گفتار اطراف خود را فرا گيرد و معناهاي ان را كم كند و در نتيجه نهايتي براي ان ديده نشود و هيچ كس به ان سودمند نگردد	Reticency is a good habit	in favor of	Excessive speech augments the superfluities in it and diminishes its meaning. There is no end to it and none will benefit from it	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10863	دانشمندان ناشناخته هستند	به نفع	آدم‌های نادان بیشتر از دانشمندان جلب توجه می‌کنند	Scientists are unknown	in favor of	The ignorant people attract more attention than scientists	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10864	میزان موفقیت به اندازه میزان رنج و تلاش است	به نفع	هرچه فردی بیشتر تلاش کند به موفقیت بیشتری می‌رسد	Success takes a tremendous amount of effort and sacrifice	in favor of	The more one attempts to succeed, the more successful	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10865	میزان موفقیت به اندازه میزان رنج و تلاش است	در مقابل	ممکن است بدون تلاش و با شانس به موفقیت رسید	Success takes a tremendous amount of effort and sacrifice	against	We may succeed without effort by luck	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10866	نباید زیاد سوگند خورد	به نفع	آدم نادان برای هرچیزی سوگند می‌خورد	Swearing a lot is not a good thing	in favor of	Only the ignorants swear a lot	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10867	عذرخواهی را باید پذیرفت	به نفع	وقتی کسی عذرخواهی می‌کند یعنی از کار اشتباه خود پشیمان است و باید از او استقبال کرد	the apology must be accepted	in favor of	When someone apologizes, he regrets what he had done and should be welcomed	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10868	عذرخواهی را باید پذیرفت	در مقابل	باید انتقام اشتباه هر فرد را از او بگیریم	the apology must be accepted	against	We must take revenge because it is justice	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10869	نباید افراد گناهکار را سرزنش کرد	به نفع	افراد گناهکار ممکن است از کار خود پشیمان شوند و کارهای درستی را انجام دهند	The guilty should not be blamed	in favor of	Guilty people may regret their work and have a change of heart to do the right thing	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10870	نباید افراد گناهکار را سرزنش کرد	در مقابل	باید باعث ایجاد حس شرمساری در افراد گناهکار شویم تا متوجه اشتباه خود بشوند	The guilty should not be blamed	against	We have to make a sense of shame in guilty people to find out their mistake	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10871	همیشه کارها به آن شکلی که می‌خواهیم پیش نمی‌روند	به نفع	در زندگی ممکن است هر فردی تلاش زیادی بکند و کنترل تمام کارها دست انسان نیست و ممکن است شکست بخورد	Things don't always go the way we want	in favor of	Not all things are in our control. We may even try our hardest but we fail	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10872	همیشه کارها به آن شکلی که می‌خواهیم پیش نمی‌روند	در مقابل	با تلاش زیاد می‌توان هرکاری انجام داد	Things don't always go the way we want	against	With great effort we can do anything	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10873	باید سرنوشت را قبول کرد	در مقابل	سرنوشت هر فرد دست خود آن فرد است و می‌تواند آن را تغییر دهد	We must accept our fate	against	The fate of each person's hand is in their own hands	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10874	باید سرنوشت را قبول کرد	به نفع	کسی نمی‌تواند در برابر چیزی که مقدر شده مقاومت کند	We must accept our fate	in favor of	No one can resist fate	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10875	باید سرنوشت را قبول کرد	به نفع	اگر به سرنوشت راضی باشیم دیگر نگران و ناامید نمی‌شویم	We must accept our fate	in favor of	If we are satisfied with our fate we will no longer get despaired	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10876	باید سرنوشت را قبول کرد	به نفع	اعتماد كردن بر قضا و قدر براي برطرف كردن اندوه چيز خوبي است	We must accept our fate	in favor of	believing in fate is good for reducing the grief	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10877	باید دانشمندان را شناخت و از آن‌ها قدردانی کرد	به نفع	دانشمندان از عناصر مهم برای پیشرفت یک جامعه هستند	We must aknowledge scientists	in favor of	Scientists are mportant for the development of the society	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10878	باید دانشمندان را شناخت و از آن‌ها قدردانی کرد	به نفع	بدون دانش و دانشمندان انسان‌ها در سختی زندگی می‌کردند پس باید از دانشمندان قدردانی کرد	We must aknowledge scientists	in favor of	Without knowledge and scientists, human beings lived in hardship, so we should appreciate scientists	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10879	از دوستی با گناهکاران باید دوری کرد	به نفع	هر فرد شبیه به دوستان خود می‌شود بنابراین باید از افراد بد دوری کرد	we must avoid friendship with sinners	in favor of	Every person will become similar to their friends so you have to avoid bad people	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10880	از دوستی با گناهکاران باید دوری کرد	در مقابل	ما می‌توانیم روی دوستان خود اثر داشته باشیم و اخلاق خوب خود را به آن‌ها منتقل کنیم	we must avoid friendship with sinners	against	We can influence our friends teach them good ethics	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10881	باید قناعت داشت	به نفع	سختی فقر را می‌توان با قناعت جبران کرد	We must be contented	in favor of	contentment can help us to overcome the hadship ov poverty	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10882	باید قناعت داشت	به نفع	قناعت نشانگر توانایی و بینیازی است	We must be contented	in favor of	contentment is a sign of one's capabilty	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10883	باید قناعت داشت	به نفع	بینیازترین فرد قانع ترین فرد است	We must be contented	in favor of	The most contented person is the most satisfied one	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10884	باید قناعت داشت	به نفع	قناعت باعث عزت و سربلندی می‌شود	We must be contented	in favor of	Contentment causes dignity and pride	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10885	باید قناعت داشت	به نفع	كسي كه عاقل باشد قناعت می‌کند	We must be contented	in favor of	A wise person content	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10886	باید قناعت داشت	به نفع	کسی که قناعت کند غمگین نمی‌شود	We must be contented	in favor of	Someone who is content never become sad	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10887	باید قناعت داشت	به نفع	كسي كه قناعت كند طمعش كم شود	We must be contented	in favor of	contentment will redure one's greed	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10888	باید قناعت داشت	به نفع	اگر قناعت نداشته باشیم هرچه بیشتر ثروت بدست بیاوریم باز هم نیازمند هستیم	We must be contented	in favor of	A persone with no contentment will never satisfy even if he is getting richer	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10889	باید قدردان دارایی‌های خودمان باشیم	به نفع	دارایی کمی که مطعلق به خودمان است بهتر از دارایی زیادی است که متعلق به دیگران است	We must be greatful about our wealth	in favor of	Our little wealth is better than other's much wealth	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10890	باید قدردان دارایی‌های خودمان باشیم	به نفع	دارایی کمی که رفع نیاز کند بهتر از دارایی زیادی است که موجب دردسر شود	We must be greatful about our wealth	in favor of	A little wealth that is sufficient to our need is better than a large wealth that causes problems	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10891	باید قدردان دارایی‌های خودمان باشیم	به نفع	چيز اندكي كه انسان را رستگار كند بهتر است از چيز زيادي كه نابودي به بار اورد	We must be greatful about our wealth	in favor of	Salvation by a little thing is better than devastation by a great thing	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10892	باید مهربان بود	به نفع	اگر کسی مهربان نباشد انسان‌ها از اطراف او می‌روند	We must be kind to others	in favor of	unkind people will become alone eventually	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10893	باید مهربان بود	به نفع	مهربانی باعث گسترش دوستی و خوبی در جامعه می‌شود	We must be kind to others	in favor of	Kindness spreads friendship and goodness in society	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10894	باید مهربان بود	در مقابل	با همواره مهربانانه رفتار کردن به بقیه اجازه می‌دهیم که از ما استفاده کنند	We must be kind to others	against	By being kind, others will use us.	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10895	باید میانه روی داشته باشیم	به نفع	اگر میانه روی کنیم می‌توانیم خرج‌های زندگی را مدیریت کنیم	We must be moderate	in favor of	moderacy can help us to manage our expenses	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10896	باید میانه روی داشته باشیم	در مقابل	ممکن است فردا زنده نباشیم پس از همه دارایی‌های خود باید در این لحظه استفاده کنیم	We must be moderate	against	we may not be alive tomorrow. So we must use our wealth nov	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10897	باید میانه روی داشته باشیم	به نفع	کسی که میانه روی کند برای روزهای سخت آماده شده است	We must be moderate	in favor of	moderacy can help us to become ready for hard times	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10898	باید عدالت داشت	به نفع	بدترین چیز ستم قاضیان است	We must do justice to others	in favor of	The worst thing is the oppressor of the judges	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10899	باید عدالت داشت	به نفع	بهترین مردم كسي است كه بهتر قضاوت به حق كند و محبوب‏ترين انها كسي است كه راستگوتر از ديگران باشد	We must do justice to others	in favor of	The best of the people are the one who makes the right judgment and the most popular is the one who is more truthful than others	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10900	باید عدالت داشت	به نفع	بدترين قاضيان كساني هستند كه قضاوتهايش ظلم و زور باشد	We must do justice to others	in favor of	The worst judges are those whose judgments are cruel and injustice	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10901	باید کارهای خوب انجام دهیم	به نفع	هر کسی به کارهایی که انجام می‌دهد شناخته می‌شود	We must do the right thing	in favor of	The way we spend our time defines who we are.	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10902	باید سختی‌ها را تحمل کرد	به نفع	در پایان سختی‌ها آرامش وجود دارد	we must endure difficulties	in favor of	after every difficulty there comes relief	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10903	باید سختی‌ها را تحمل کرد	به نفع	سختی باعث مقاوم شدن هر فرد می‌شود	we must endure difficulties	in favor of	difficulties make us stronger	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10904	باید خطاهای دیگران را ببخشیم	به نفع	چشم پوشی از گناه دیگران از نشانه‌های پارسایی و هوشیاری است	We must forgive others	in favor of	forgiving others is a sign of wisdom and piety	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10905	باید خطاهای دیگران را ببخشیم	در مقابل	هرکس مسئول اعمال و کارهایی است که انجام می‌دهد	We must forgive others	against	Everyone is responsible for the their actions	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10906	باید خطاهای دیگران را ببخشیم	به نفع	شتاب كردن در بخشيدن خطاها و گناهان از اخلاق خوبان است	We must forgive others	in favor of	Accelatring to forgive others is a habit of good people	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10907	باید بخشش کرد	به نفع	مردم به کسی که بخشش کند خدمت می‌کنند	We must forgive others	in favor of	People serve to someone who forgives	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10908	باید بخشش کرد	به نفع	مردم سپاس گذار فردی که بخشش کند هستند	We must forgive others	in favor of	People are grateful to people who forgives other	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10909	باید به افراد دیگر کمک کرد	به نفع	مالی که ما داریم در نهایت از بین می‌رود ولی اگر آن را به فرد دیگری بدهیم خوبی‌ای که کردیم باقی می‌ماند	we must help others	in favor of	Our wealth will eventually disappear, but if we give it to another person, the good thing we did will remain	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10910	باید به یتیمان کمک کرد	به نفع	کسی که به یتیمان کمک کند دیگران نیز به فرزند او کمک می‌کنند	We must help the orphans	in favor of	Someone who helps the orphans makes others to help their child	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10911	باید به یتیمان کمک کرد	به نفع	یتیمان کسی را ندارند که آن‌ها را حمایت کند پس باید حامی آن‌ها باشیم	We must help the orphans	in favor of	The orphans do not have anyone to support them, so we must support them	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10912	باید ارزش و اندازه خود را بشناسیم	به نفع	اگر کسی ارزش خود را نشناسد بقیه به او احترام نمی‌گذارند	We must know our values	in favor of	If one does not know their value, the rest wouldn't respect him	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10913	باید ارزش و اندازه خود را بشناسیم	به نفع	كسي كه قدر خود را نداند قدر هيچ كس را نداند	We must know our values	in favor of	If one does not know their value, doesn’t know others' values	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10914	باید ارزش و اندازه خود را بشناسیم	به نفع	انسان نباید کاری کند که ارزشش کم شود	We must know our values	in favor of	We must not do something that harm our value	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10915	باید ارزش و اندازه خود را بشناسیم	به نفع	گذشتن از حد و اندازه خود نادانی است	We must know our values	in favor of	exceed our status is ignorant	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10916	باید ارزش و اندازه خود را بشناسیم	در مقابل	نظر و دیدگاه بقیه در رابطه با خودم هیچ اهمیتی ندارد	We must know our values	against	The views of the rest doesn't matter	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10917	باید ارزش و اندازه خود را بشناسیم	در مقابل	می‌توان به هر شکلی که دوست داشتیم با بقیه رفتار کنیم	We must know our values	against	We can treat the rest in whatever form we like	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10918	نباید تکبر داشت	به نفع	تكبر انسان بلند مرتبه را پست ميگرداند	We must not be arrogant	in favor of	Arrogance makes good people mean	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10919	نباید تکبر داشت	به نفع	تكبر كردن در دوران حكومت و زمامداري موجب خواري در دوران عزل است	We must not be arrogant	in favor of	Arrogance when you are powerful causes shame when you are powerless	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10920	نباید تکبر داشت	به نفع	آدم مغرور دوستی ندارد	We must not be arrogant	in favor of	Arrogants don't have any friends	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10921	نباید تکبر داشت	به نفع	تکبر باعث دشمنی مردم می‌شود	We must not be arrogant	in favor of	Arrogance makes others our enemy	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10922	نباید تکبر داشت	به نفع	فردی که تکبر داشته باشد فکر می‌کند همه چی را بلد هست و به دنبال علم نمی‌رود	We must not be arrogant	in favor of	Arrogants think they know everything therefore they won't seek knowledge	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10923	نباید تکبر داشت	در مقابل	تکبر داشتن از نشانه‌های اعتماد به نفس هست	We must not be arrogant	against	Arrogance is a sign of confidence	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10924	نباید سرکشی کرد	به نفع	كسي كه به خاطر توانايي و قدرتي كه دارد بر مردم سرکشی کند قدرت و توانايي خود را از دست خواهد داد	We must not be arrogant	in favor of	Someone who is arrogant because of power will eventually lose his power	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10925	نرسیدن به اهداف نباید باعث ناراحتی شود	به نفع	اگر به اهداف خود برسیم بازهم این اهداف مدت زمان کمی برای ما خواهند بود و با مرگ از آرزوها جدا می‌شویم	We must not be sad about our failures	in favor of	If we achieve our goals, these goal will not last long for us and we will eventually become seprated from our wishes because of death	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10926	باید به قلب و احساسات توجه کرد	به نفع	شخصیت هر فرد به قلب و احساسات او است	We must pay attention to the heart and feelings	in favor of	The personality of each person is their heart and their feelings	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10927	باید به قلب و احساسات توجه کرد	به نفع	دل كتاب و دفتر فكر و انديشه است	We must pay attention to the heart and feelings	in favor of	The heart is like a notebook for our minds	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10928	باید به قلب و احساسات توجه کرد	به نفع	دورترين دوريها دوري دلها از يكديگر است	We must pay attention to the heart and feelings	in favor of	The farthest distances are distant hearts	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10929	باید به قلب و احساسات توجه کرد	به نفع	نزديك‏ترين نزديكي دوستي دلها است	We must pay attention to the heart and feelings	in favor of	The closest closeness is friendship of our hearts	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10930	باید به قلب و احساسات توجه کرد	به نفع	بهترين دلها دلي است كه از فهم و درك پر شده باشد	We must pay attention to the heart and feelings	in favor of	The best of hearts is the heart that is filled with understanding and understanding of others	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10931	باید به قلب و احساسات توجه کرد	به نفع	به راستي كه اين دلها ظرفهايي است و بهترين انها دلي است كه ظرفيت بيشتري براي خير و خوبي داشته باشد	We must pay attention to the heart and feelings	in favor of	Hearts are like dishes and the best heart is the one that has more capacity for goodness	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10932	باید به قلب و احساسات توجه کرد	در مقابل	باید به عقل و منطق توجه کرد و قلب و احساسات باعث دوری از مسیر درست می‌شوند	We must pay attention to the heart and feelings	against	We should always use our minds and logic. Emotions and heart can be misleading	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10933	باید به زیر دستان احترام گذاشت	به نفع	هنگامی که به زیر دستان خود احترام بگذاریم افراد بالادست نیز به ما احترام می‌گذارند	We must respect our subalterns	in favor of	If we respect our subalterns, superaltern will respect us too	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10934	باید به زیر دستان احترام گذاشت	در مقابل	هر کسی جایگاه و موقعیت خاص خودش را دارد و فقط باید به جایگاه‌های بالاتر احترام گذاشت	We must respect our subalterns	against	Everyone has their own position and we should only respect our superalterns	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10935	باید تفکر کرد	به نفع	فکر کردن باعث رشد فرد می‌شود	We must think more	in favor of	Thinking make us grow	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10936	باید تفکر کرد	به نفع	فکر و اندیشه انسان را در کارها راهنمایی می‌کند	We must think more	in favor of	Thinking will guide us through works	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10937	باید تفکر کرد	به نفع	تفکر در حرف زدن انسان را از آسیب‌ها ایمن نگه می‌دارد	We must think more	in favor of	Thinking in speech keeps us safe from harm	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10938	باید تفکر کرد	به نفع	فکر به عاقبت کارها انسان را از نابودی نجات می‌دهد	We must think more	in favor of	Thinking to the outcome of the work saves man from destruction	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10939	باید تفکر کرد	به نفع	هنگامي كه فكر و انديشه كردي ان گاه كار را انجام ده	We must think more	in favor of	after thinking do the work	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10940	باید تفکر کرد	به نفع	با فكر كردن پي در پي ترديد و شك بر طرف گردد	We must think more	in favor of	by thinking successively we can clear our doubts	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10941	باید تفکر کرد	به نفع	با فکر کردن دیدگاه و اندیشه انسان بهبود پیدا می‌کند	We must think more	in favor of	By thinking we can improve our opinions and knowledge	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10942	باید تفکر کرد	به نفع	زياد فكر كردن و فهميدن از زياد تكرار كردن و درس خواندن سودمندتر است	We must think more	in favor of	Thinking and practicing are better than sudying	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10943	باید تفکر کرد	در مقابل	تفکر کردن در جهان چیزی جز یاس و ناامیدی به همراه ندارد	We must think more	against	thinking in this world has nothing but despari	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10944	باید تفکر کرد	به نفع	علم و دانش به فهميدن و درك كردن است	We must think more	in favor of	Knowledge and science can help us to understand more	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10945	باید از فرصت‌ها استفاده کرد	به نفع	فرصت‌ها سخت بدست می‌آیند و سریع از دست می‌رند	We must use our chances	in favor of	Opportunities get tough and lose quickly	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10946	باید از فرصت‌ها استفاده کرد	به نفع	از دست دادن فرصت‌ها نشانه بی عقلی می‌باشد	We must use our chances	in favor of	Losing opportunities is a sign of ignorant	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10947	باید مراقت سخنان خود باشیم	به نفع	انسان در زیر سخنان خود پنهان شده است	we must watch our tongues	in favor of	Man is hidden behind his speech	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10948	باید مراقت سخنان خود باشیم	به نفع	کلام مانند حیوانی است که اگر مراقب آن نباشید زخم ایجاد می‌کند	we must watch our tongues	in favor of	The speech is like an animal that if you don't take care of it will cause harm	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10949	باید مراقت سخنان خود باشیم	به نفع	لكنت و گير كردن زبان بهتر از سخن بيهوده گفتن است	we must watch our tongues	in favor of	Stuttering and linging the speech is better than speaking in vain	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10950	باید مراقت سخنان خود باشیم	به نفع	گفتار ميزان و ترازوي سنجش فكر و عقل انسان است	we must watch our tongues	in favor of	By speech we can evaluate others' values	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10951	باید مراقت سخنان خود باشیم	به نفع	زبان مانند یک مترجم از درون و اخلاقیات انسان است	we must watch our tongues	in favor of	Speech is like a translator for each individual's toughts and morals	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10952	باید مراقت سخنان خود باشیم	به نفع	تا سخن نگفته‌ای سخن در اختيار تو است و وقتی سخن گفتی انگاه تو در اختيار آن خواهي بود	we must watch our tongues	in favor of	before speaking, speech is at your disposal, and when you speak, you will be at its disposal.	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10953	باید مراقت سخنان خود باشیم	به نفع	جملات ما باید به گونه‌ای باشد که تمام افراد چه متخصص و چه غیر متخصص آن را بفهمند	we must watch our tongues	in favor of	Our sentences should be in a way that all the people from commoners to specialists, understand it.	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10954	باید مراقت سخنان خود باشیم	به نفع	تيزي زبان از تيزي سر نيزه برنده‏تر است	we must watch our tongues	in favor of	Sharpness of tongure is more dangerous than sharpness of spear	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10955	باید مراقت سخنان خود باشیم	در مقابل	نباید به قضاوت‌هایی که دیگران براساس گفته‌های ما انجام می‌دهند اهمیت داد	we must watch our tongues	against	We shouldn't care about others' opinions about our speechs	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10956	باید مراقت سخنان خود باشیم	به نفع	بعضی سخنان از تیر نیز موثرتر هستند	we must watch our tongues	in favor of	Some words are more effectives than the arrow	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10957	باید مراقت سخنان خود باشیم	به نفع	مردم فردی را که سخن درستی می‌گوید دنبال و تائيد می‌کنند	we must watch our tongues	in favor of	People will follow who is saying the right thing	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10958	باید مراقت سخنان خود باشیم	به نفع	کسی که سخنان خود را بررسی کند اشتباهاتش کم می‌شود	we must watch our tongues	in favor of	Someone who review his words have less mistakes	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10959	باید مراقت سخنان خود باشیم	به نفع	از نشانه‏هاي عقل درست سخن گفتن است	we must watch our tongues	in favor of	A sign of wisdom is speaking correctly	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10960	باید مراقت سخنان خود باشیم	به نفع	نباید حرفی بزنیم که پاسخش باعث ناراحتی خودمان شود	we must watch our tongues	in favor of	We shouldn't say something that makes us uncomfortable later	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10961	باید مراقت سخنان خود باشیم	به نفع	نگاه نكن به كسي كه ميگويد و نگاه كن به انچه ميگويد و معيار خوبي و بدي سخن است نه گوينده آن	we must watch our tongues	in favor of	Do not look at who said, look at what he said.	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10962	باید در حد توان خودمان کار کنیم	به نفع	کار سبکی که انجام آن آسان باشد بهتر از کار سختی است که برای انجام آن به سختی بیوفتیم	We must work in full capacity	in favor of	An easy work that you can done is better than a work that makes us suffer	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10963	باید در حد توان خودمان کار کنیم	در مقابل	استعدادهای انسان هنگام سختی رشد پیدا می‌کند بنابراین باید به سمت کارهای دشوار و سخت برویم	We must work in full capacity	against	Human talents grow in difficulties so we have to do difficult tasks	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10964	باید قدردان دارایی‌های خودمان باشیم	به نفع	نباید از دارایی‌های که نداریم ناامید باشیم زیرا ممکن است همین دارایی‌هایی که داریم را نیز از دست بدهیم و پشیمان شویم	We should appreciate our wealth	in favor of	We shouldn't be sad about the things that we don't have because we may lose our current wealth	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10965	باید به افراد دیگر کمک کرد	به نفع	بهترین دارایی آن است که برای کمک به دیگران از آن استفاده می‌شود	We should help others	in favor of	The best wealth is something that is used to help others	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10966	باید به افراد دیگر کمک کرد	به نفع	بخشندگی از بهترین رفتارها است	We should help others	in favor of	benevolence is the best of behaviors	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10967	نباید با حریف قوی‌تر مبارزه کرد	به نفع	در برابر فردی که از ما قوی‌تر است شانسی برای پیروزی نداریم بنابراین مبارزه کردن منطقی نیست	We should not fight an stronger opponent	in favor of	We will lose against a stronger opponent therefore we shouldn't fight it	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10968	نباید با حریف قوی‌تر مبارزه کرد	در مقابل	مبارزه کردن با حریف قوی‌تر باعث بهتر شدن توانایی‌های خودمان می‌شود	We should not fight an stronger opponent	against	We can improve our abilities by fightng a stronger opponent	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10969	نباید از کسی کینه داشت	به نفع	کینه باعث تیره شدن ذهن انسان می‌شود	We should not hold a grudge against anyone	in favor of	Hatred makes the human heart darkened	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10970	نباید از کسی کینه داشت	به نفع	کینه مانند یک بیماری می‌باشد و مسری است	We should not hold a grudge against anyone	in favor of	Hatred is like a contagious disease	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10971	نباید از کسی کینه داشت	به نفع	كينه خوبيها را از بين ميبرد	We should not hold a grudge against anyone	in favor of	Hatred destroys the goodnes	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10972	در زندگی نباید غفلت کرد	به نفع	فقط افراد نادان در زندگی خود غفلت می‌کنند و بی برنامه هستند	We should not neglect in our life	in favor of	Only ignorants neglect their own lives and live unplanned	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10973	در زندگی نباید غفلت کرد	به نفع	غفلت در زندگی باعث فریب خودن و نابودی انسان می‌شود	We should not neglect in our life	in favor of	Neglect in life causes destruction	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10974	در زندگی نباید غفلت کرد	به نفع	با غفلت و بی خبری عمر خودمان را تلف می‌کنیم	We should not neglect in our life	in favor of	We waste our life by neglect and ignorance	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10975	نباید اندوهگین شد	به نفع	اندوه بدن را نحيف و لاغر می‌کند	We shouldn't become sad	in favor of	Sadness makes us thin and weak	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10976	نباید اندوهگین شد	در مقابل	گاهی اوقات ما عزیزی را از دست می‌دهیم و از دوری آن‌ها باید ناراحت شویم	We shouldn't become sad	against	Sometimes we lose someone whoe we care about and we have to be upset about it	Ghurar al-Hikam wa Durar ak-Kalim	deduced
